examQID,examQ Score1,examQ Score2,examQ Score3,examQ Score4
9705,34,42,57,31
9706,50,35,56,30
9707,59,32,51,32
9708,55,50,38,39
9711,43,32,59,35
9712,30,41,37,52
9713,52,31,45,57
9714,44,51,43,52
9715,36,44,45,46
9716,55,51,31,35
9717,49,39,58,60
9718,54,49,34,37
9721,37,56,44,56
9722,57,35,45,36
9723,59,60,58,58
9724,34,36,51,30
9725,42,54,42,46
9726,55,43,39,39
9727,55,32,50,33
9728,53,40,42,31
9731,49,46,54,57
9732,42,48,35,52
9733,53,39,60,53
9734,43,39,32,54
9735,31,39,34,31
9736,57,30,55,33
9737,41,32,40,54
9738,48,48,56,34
9741,41,48,30,54
9742,39,50,38,46
9743,48,58,36,48
9744,45,60,37,35
9745,40,42,45,53
9746,39,34,56,53
9747,31,45,59,33
9748,55,47,43,49
9751,47,59,48,53
9752,36,55,51,35
9753,41,52,34,36
9754,53,57,50,42
9755,34,32,55,38
9756,46,45,44,52
9757,39,59,44,49
9758,32,39,43,52
9761,49,47,35,47
9762,42,36,53,31
9763,31,44,33,30
9764,46,54,43,41
9765,41,58,55,49
9766,60,60,54,49
9767,42,41,40,37
9768,32,37,57,56
9771,36,32,34,58
9772,53,51,47,59
9773,59,38,33,34
9774,59,60,51,56
9775,47,37,33,60
9776,52,50,55,44
9777,60,54,36,53
9778,43,52,59,60
9781,52,32,33,53
9782,33,39,50,46
9783,49,37,40,53
9784,60,45,53,31
9785,60,45,52,47
9786,52,36,52,35
9787,42,59,53,50
9788,54,50,48,32
9791,45,47,44,53
9792,31,54,49,39
9793,59,42,31,55
9794,41,44,46,50
9795,42,52,51,54
9796,42,36,55,59
9797,43,45,44,33
9798,52,34,48,59
9801,42,45,57,48
9802,36,57,48,59
9803,46,32,55,59
9804,31,50,59,30
9805,54,58,31,40
9806,50,36,53,34
9807,59,55,38,52
9808,41,40,42,32
9811,35,30,32,47
9812,60,60,47,51
9813,54,53,48,34
9814,55,53,54,56
9815,41,34,31,57
9816,35,44,52,60
9817,52,41,55,41
9818,42,37,36,47
9821,40,57,35,59
9822,48,46,49,39
9823,49,44,54,43
9824,48,56,32,52
9825,57,30,59,46
9826,41,44,41,47
9827,37,46,49,40
9828,46,55,60,54
9831,38,48,45,45
9832,51,56,52,54
9833,31,59,41,31
9834,46,39,44,53
9835,33,52,45,60
9836,44,52,59,41
9837,59,34,49,47
9838,38,54,53,45
9841,40,53,44,48
9842,32,40,58,47
9843,51,52,50,49
9844,47,49,47,46
9845,45,34,30,41
9846,43,59,48,33
9847,38,40,54,39
9848,40,33,32,54
9851,54,49,33,41
9852,56,53,52,55
9853,54,32,43,60
9854,54,57,57,36
9855,38,60,59,57
9856,41,37,34,54
9857,51,34,58,36
9858,34,58,50,46
9861,50,34,34,55
9862,52,39,40,34
9863,36,48,42,45
9864,39,40,58,52
9865,36,37,55,49
9866,36,32,31,58
9867,59,52,46,33
9868,31,54,37,58
9871,44,45,40,49
9872,33,38,40,45
9873,41,31,30,50
9874,33,37,59,48
9875,58,49,41,34
9876,33,55,41,55
9877,31,55,57,50
9878,54,39,34,34
9881,47,51,55,44
9882,36,54,49,31
9883,35,54,40,36
9884,40,38,50,40
9885,55,44,60,45
9886,43,36,34,44
9887,43,42,57,32
9888,40,43,48,39
9891,31,57,35,52
9892,35,37,42,54
9893,33,50,47,50
9894,47,44,36,38
9895,45,32,36,51
9896,56,55,51,46
9897,54,57,60,45
9898,44,50,57,54
9901,60,59,32,37
9902,50,58,50,30
9903,38,54,30,37
9904,42,47,40,36
9905,40,30,39,40
9906,31,51,33,31
9907,36,60,34,35
9908,52,38,56,45
9911,32,51,30,41
9912,43,30,45,45
9913,35,34,30,36
9914,46,42,44,43
9915,41,32,58,36
9916,45,39,35,31
9917,34,58,60,50
9918,47,47,50,46
9921,45,38,54,49
9922,34,38,42,35
9923,50,44,38,49
9924,45,41,46,50
9925,58,33,40,48
9926,58,46,54,56
9927,40,59,48,58
9928,44,58,33,53
9931,58,59,48,32
9932,43,39,48,31
9933,58,36,45,58
9934,36,36,38,37
9935,55,36,57,59
9936,49,43,43,41
9937,36,48,38,57
9938,35,37,56,40
9941,54,38,48,41
9942,52,45,57,30
9943,42,39,49,46
9944,45,55,40,41
9945,37,56,49,50
9946,56,57,41,31
9947,53,46,52,30
9948,53,48,44,49
9951,51,41,44,59
9952,53,47,41,57
9953,56,35,35,52
9954,57,56,40,57
9955,56,47,45,32
9956,57,36,41,46
9957,46,37,60,35
9958,58,35,35,54
9961,44,31,49,58
9962,53,54,60,37
9963,37,58,52,46
9964,35,48,49,43
9965,47,43,33,45
9966,54,40,39,42
9967,54,38,42,52
9968,60,49,60,38
9971,40,48,47,37
9972,58,56,55,39
9973,49,44,55,42
9974,39,50,51,44
9975,40,37,38,47
9976,54,55,39,49
9977,59,32,39,44
9978,45,54,46,32
9981,59,38,35,30
9982,60,33,38,33
9983,34,42,58,39
9984,49,41,36,56
9985,57,60,34,44
9986,44,35,36,59
9987,42,58,40,47
9988,49,31,31,45
9991,55,38,52,30
9992,37,33,46,55
9993,60,48,60,52
9994,40,48,54,54
9995,60,42,54,43
9996,50,36,49,31
9997,45,59,49,37
9998,60,45,47,33
10001,60,42,37,60
10002,56,57,53,31
10003,47,33,51,52
10004,36,43,59,39
10005,43,55,55,41
10006,44,50,52,44
10007,57,36,47,31
10008,54,60,40,39
10011,50,42,37,57
10012,44,34,54,50
10013,47,32,32,51
10014,55,46,53,46
10015,45,44,54,42
10016,55,53,39,52
10017,45,57,50,42
10018,57,46,41,50
10021,32,30,33,43
10022,57,34,33,59
10023,34,34,37,41
10024,43,33,42,56
10025,30,47,39,38
10026,43,52,31,38
10027,34,54,53,54
10028,42,56,40,52
10031,33,37,47,37
10032,44,31,60,40
10033,46,31,40,48
10034,56,40,43,33
10035,53,56,39,49
10036,51,35,38,41
10037,50,41,52,49
10038,52,51,40,36
10041,45,31,40,33
10042,30,48,47,30
10043,57,59,44,33
10044,34,40,50,44
10045,45,40,51,50
10046,46,48,50,52
10047,32,33,49,30
10048,45,35,47,36
10051,47,30,30,59
10052,58,30,32,51
10053,45,49,33,56
10054,53,33,60,49
10055,32,33,41,49
10056,41,51,52,55
10057,39,45,32,47
10058,55,32,50,40
10061,48,33,43,30
10062,34,53,34,43
10063,54,45,32,31
10064,45,52,54,31
10065,57,56,41,50
10066,48,48,47,53
10067,41,38,45,49
10068,30,51,30,53
10071,36,43,30,58
10072,32,58,49,32
10073,60,38,32,44
10074,39,34,49,39
10075,56,57,49,39
10076,36,52,47,39
10077,30,51,57,49
10078,56,57,52,47
10081,41,33,32,50
10082,39,46,39,57
10083,39,40,57,31
10084,56,54,49,36
10085,36,33,45,51
10086,54,44,56,30
10087,51,43,30,60
10088,55,44,47,31
10091,58,54,53,48
10092,33,59,49,30
10093,53,44,30,55
10094,34,38,57,51
10095,48,43,53,31
10096,52,50,37,34
10097,45,43,32,42
10098,31,42,31,33
10101,58,38,31,49
10102,41,40,53,42
10103,59,57,44,59
10104,48,52,59,32
10105,51,60,46,32
10106,45,52,36,47
10107,31,56,32,35
10108,35,30,42,51
